date,site_id,local_site_name,county,state,site_latitude,site_longitude,station,station_name,daily_max_8hr_ozone,daily_aqi_ozone,daily_obs_count_ozone,percent_complete_ozone,ozone_poc,daily_mean_pm10,daily_aqi_pm10,daily_obs_count_pm10,percent_complete_pm10,pm10_poc,daily_mean_pm25,daily_aqi_pm25,daily_obs_count_pm25,percent_complete_pm25,pm25_poc,daily_max_1hr_no2,daily_aqi_no2,daily_obs_count_no2,percent_complete_no2,no2_poc,awnd,prcp,tmax,tmin,overall_aqi,poor_air_quality,year,month,day_of_week,is_weekend,season,dominant_pollutant
2024-06-25,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.016,15.0,17.0,100.0,1,10.0,9.0,1.0,100.0,3,3.2,18.0,1.0,100.0,1,4.1,4.0,24.0,100.0,1,5.2,0.0,30.0,23.3,18.0,0,2024,6,Tuesday,0,Summer,PM2.5
2024-06-26,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.015,14.0,17.0,100.0,1,7.0,6.0,1.0,100.0,3,2.05,13.0,2.0,100.0,"1,2",4.2,4.0,24.0,100.0,1,4.9,0.0,30.6,22.8,14.0,0,2024,6,Wednesday,0,Summer,Ozone
2024-06-27,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.018,17.0,17.0,100.0,1,8.0,7.0,1.0,100.0,3,3.2,18.0,1.0,100.0,1,3.0,3.0,24.0,100.0,1,4.7,0.0,30.6,23.3,18.0,0,2024,6,Thursday,0,Summer,PM2.5
2024-06-28,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.024,22.0,17.0,100.0,1,9.0,8.0,1.0,100.0,3,3.1,17.0,1.0,100.0,1,3.2,3.0,24.0,100.0,1,4.3,0.0,30.0,22.8,22.0,0,2024,6,Friday,0,Summer,Ozone
2024-06-29,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.026,24.0,17.0,100.0,1,10.0,9.0,1.0,100.0,3,2.75,16.0,2.0,100.0,"1,2",6.0,6.0,24.0,100.0,1,4.4,1.3,30.6,22.2,24.0,0,2024,6,Saturday,1,Summer,Ozone
2024-06-30,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.027,25.0,17.0,100.0,1,12.0,11.0,1.0,100.0,3,3.6,20.0,1.0,100.0,1,4.9,4.0,24.0,100.0,1,5.4,0.0,31.1,22.8,25.0,0,2024,6,Sunday,1,Summer,Ozone
2024-07-01,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.023,21.0,17.0,100.0,1,10.0,9.0,1.0,100.0,3,3.2,18.0,1.0,100.0,1,4.2,4.0,22.0,92.0,1,4.8,0.0,30.6,22.2,21.0,0,2024,7,Monday,0,Summer,Ozone
2024-07-02,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.024,22.0,17.0,100.0,1,12.0,11.0,1.0,100.0,3,2.85,17.0,2.0,100.0,"1,2",5.0,5.0,24.0,100.0,1,4.7,0.0,28.9,23.9,22.0,0,2024,7,Tuesday,0,Summer,Ozone
2024-07-03,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.023,21.0,17.0,100.0,1,10.0,9.0,1.0,100.0,3,3.0,17.0,1.0,100.0,1,7.0,7.0,24.0,100.0,1,5.1,0.0,31.1,22.8,21.0,0,2024,7,Wednesday,0,Summer,Ozone
2024-07-04,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.02,19.0,17.0,100.0,1,11.0,10.0,1.0,100.0,3,4.2,23.0,1.0,100.0,1,3.1,3.0,24.0,100.0,1,5.9,0.0,30.6,23.3,23.0,0,2024,7,Thursday,0,Summer,PM2.5
2024-07-05,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.023,21.0,17.0,100.0,1,12.0,11.0,1.0,100.0,3,3.55,21.0,2.0,100.0,"1,2",3.4,3.0,24.0,100.0,1,4.8,0.3,31.1,22.8,21.0,0,2024,7,Friday,0,Summer,Ozone
2024-07-06,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.027,25.0,17.0,100.0,1,9.0,8.0,1.0,100.0,3,3.3,18.0,1.0,100.0,1,5.5,5.0,24.0,100.0,1,4.8,0.0,31.1,23.3,25.0,0,2024,7,Saturday,1,Summer,Ozone
2024-07-07,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.033,31.0,17.0,100.0,1,9.0,8.0,1.0,100.0,3,3.2,18.0,1.0,100.0,1,4.1,4.0,24.0,100.0,1,5.1,0.0,30.6,22.8,31.0,0,2024,7,Sunday,1,Summer,Ozone
2024-07-08,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.033,31.0,17.0,100.0,1,8.0,7.0,1.0,100.0,3,2.15,13.0,2.0,100.0,"1,2",4.9,4.0,22.0,92.0,1,4.5,0.0,30.6,23.9,31.0,0,2024,7,Monday,0,Summer,Ozone
2024-07-09,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.022,20.0,17.0,100.0,1,15.0,14.0,1.0,100.0,3,4.3,24.0,1.0,100.0,1,6.5,6.0,24.0,100.0,1,6.4,0.0,31.1,24.4,24.0,0,2024,7,Tuesday,0,Summer,PM2.5
2024-07-10,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.02,19.0,17.0,100.0,1,16.0,15.0,1.0,100.0,3,5.4,30.0,1.0,100.0,1,5.6,5.0,24.0,100.0,1,5.7,0.0,30.6,23.9,30.0,0,2024,7,Wednesday,0,Summer,PM2.5
2024-07-11,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.025,23.0,17.0,100.0,1,17.0,16.0,1.0,100.0,3,3.4,35.0,2.0,100.0,"1,2",3.9,3.0,24.0,100.0,1,6.5,0.0,30.0,25.0,35.0,0,2024,7,Thursday,0,Summer,PM2.5
2024-07-12,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.023,21.0,17.0,100.0,1,,,,,,,,,,,,,,,,6.5,0.0,31.7,25.0,21.0,0,2024,7,Friday,0,Summer,Ozone
2024-07-13,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.027,25.0,17.0,100.0,1,,,,,,,,,,,,,,,,6.3,0.0,31.1,24.4,25.0,0,2024,7,Saturday,1,Summer,Ozone
2024-07-14,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.026,24.0,17.0,100.0,1,,,,,,5.8,32.0,1.0,100.0,2,,,,,,6.4,0.0,31.1,25.0,32.0,0,2024,7,Sunday,1,Summer,PM2.5
2024-07-15,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.034,31.0,17.0,100.0,1,,,,,,,,,,,,,,,,6.3,0.0,30.6,23.9,31.0,0,2024,7,Monday,0,Summer,Ozone
2024-07-16,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.034,31.0,17.0,100.0,1,14.0,13.0,1.0,100.0,3,5.1,28.0,1.0,100.0,1,3.7,3.0,24.0,100.0,1,6.5,0.0,30.6,25.0,31.0,0,2024,7,Tuesday,0,Summer,Ozone
2024-07-17,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.027,25.0,17.0,100.0,1,10.0,9.0,1.0,100.0,3,4.199999999999999,28.0,2.0,100.0,"1,2",6.0,6.0,24.0,100.0,1,5.8,0.0,30.6,23.9,28.0,0,2024,7,Wednesday,0,Summer,PM2.5
2024-07-18,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.035,32.0,17.0,100.0,1,10.0,9.0,1.0,100.0,3,3.2,18.0,1.0,100.0,1,4.2,4.0,24.0,100.0,1,4.5,0.0,31.1,23.9,32.0,0,2024,7,Thursday,0,Summer,Ozone
2024-07-19,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.026,24.0,17.0,100.0,1,10.0,9.0,1.0,100.0,3,2.7,15.0,1.0,100.0,1,5.1,5.0,24.0,100.0,1,4.1,0.0,31.1,22.2,24.0,0,2024,7,Friday,0,Summer,Ozone
2024-07-20,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.02,19.0,17.0,100.0,1,12.0,11.0,1.0,100.0,3,4.8,31.0,2.0,100.0,"1,2",9.0,8.0,24.0,100.0,1,4.8,0.0,31.7,22.8,31.0,0,2024,7,Saturday,1,Summer,PM2.5
2024-07-21,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.024,22.0,17.0,100.0,1,16.0,15.0,1.0,100.0,3,5.7,32.0,1.0,100.0,1,3.7,3.0,24.0,100.0,1,5.2,0.0,31.1,25.0,32.0,0,2024,7,Sunday,1,Summer,PM2.5
2024-07-22,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.021,19.0,17.0,100.0,1,14.0,13.0,1.0,100.0,3,4.8,27.0,1.0,100.0,1,4.0,4.0,22.0,92.0,1,5.9,0.0,31.7,25.0,27.0,0,2024,7,Monday,0,Summer,PM2.5
2024-07-23,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.017,16.0,17.0,100.0,1,12.0,11.0,1.0,100.0,3,3.5,21.0,2.0,100.0,"1,2",4.6,4.0,24.0,100.0,1,6.1,0.0,31.1,25.0,21.0,0,2024,7,Tuesday,0,Summer,PM2.5
2024-07-24,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.02,19.0,17.0,100.0,1,18.0,17.0,1.0,100.0,3,6.3,35.0,1.0,100.0,1,3.4,3.0,24.0,100.0,1,7.2,0.0,31.7,24.4,35.0,0,2024,7,Wednesday,0,Summer,PM2.5
2024-07-25,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.026,24.0,17.0,100.0,1,17.0,16.0,1.0,100.0,3,5.5,31.0,1.0,100.0,1,4.7,4.0,24.0,100.0,1,6.7,0.0,30.6,25.0,31.0,0,2024,7,Thursday,0,Summer,PM2.5
2024-07-26,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.036,33.0,17.0,100.0,1,12.0,11.0,1.0,100.0,3,3.55,23.0,2.0,100.0,"1,2",4.2,4.0,24.0,100.0,1,6.8,0.0,29.4,23.9,33.0,0,2024,7,Friday,0,Summer,Ozone
2024-07-27,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.031,29.0,17.0,100.0,1,12.0,11.0,1.0,100.0,3,3.7,21.0,1.0,100.0,1,3.1,3.0,24.0,100.0,1,5.7,0.3,30.0,23.3,29.0,0,2024,7,Saturday,1,Summer,Ozone
2024-07-28,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.023,21.0,17.0,100.0,1,9.0,8.0,1.0,100.0,3,3.1,17.0,1.0,100.0,1,2.2,2.0,24.0,100.0,1,6.0,0.0,30.6,22.8,21.0,0,2024,7,Sunday,1,Summer,Ozone
2024-07-29,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.024,22.0,17.0,100.0,1,10.0,9.0,1.0,100.0,3,2.75,17.0,2.0,100.0,"1,2",6.2,6.0,22.0,92.0,1,5.5,0.0,31.1,23.9,22.0,0,2024,7,Monday,0,Summer,Ozone
2024-07-30,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.022,20.0,17.0,100.0,1,12.0,11.0,1.0,100.0,3,3.7,21.0,1.0,100.0,1,6.5,6.0,24.0,100.0,1,5.1,0.0,30.6,23.3,21.0,0,2024,7,Tuesday,0,Summer,PM2.5
2024-07-31,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.024,22.0,17.0,100.0,1,11.0,10.0,1.0,100.0,3,4.3,24.0,1.0,100.0,1,5.2,5.0,24.0,100.0,1,4.0,0.0,30.6,22.8,24.0,0,2024,7,Wednesday,0,Summer,PM2.5
2024-08-01,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.028,26.0,17.0,100.0,1,13.0,12.0,1.0,100.0,3,4.5,28.0,2.0,100.0,"1,2",8.1,8.0,24.0,100.0,1,5.0,0.0,31.1,23.3,28.0,0,2024,8,Thursday,0,Summer,PM2.5
2024-08-02,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.023,21.0,17.0,100.0,1,12.0,11.0,1.0,100.0,3,3.8,21.0,1.0,100.0,1,9.2,8.0,24.0,100.0,1,3.0,0.0,30.6,22.8,21.0,0,2024,8,Friday,0,Summer,Ozone
2024-08-03,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.017,16.0,17.0,100.0,1,9.0,8.0,1.0,100.0,3,3.2,18.0,1.0,100.0,1,16.1,15.0,24.0,100.0,1,4.6,0.0,32.2,22.8,18.0,0,2024,8,Saturday,1,Summer,PM2.5
2024-08-04,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.019,18.0,17.0,100.0,1,10.0,9.0,1.0,100.0,3,2.75,17.0,2.0,100.0,"1,2",3.0,3.0,24.0,100.0,1,5.4,0.0,31.1,23.3,18.0,0,2024,8,Sunday,1,Summer,Ozone
2024-08-05,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.016,15.0,17.0,100.0,1,14.0,13.0,1.0,100.0,3,4.1,23.0,1.0,100.0,1,5.9,5.0,22.0,92.0,1,5.7,0.0,31.7,23.9,23.0,0,2024,8,Monday,0,Summer,PM2.5
2024-08-06,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.02,19.0,17.0,100.0,1,15.0,14.0,1.0,100.0,3,4.6,26.0,1.0,100.0,1,5.8,5.0,24.0,100.0,1,6.6,0.0,31.7,23.9,26.0,0,2024,8,Tuesday,0,Summer,PM2.5
2024-08-07,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.018,17.0,17.0,100.0,1,14.0,13.0,1.0,100.0,3,2.4,23.0,2.0,100.0,"1,2",5.6,5.0,24.0,100.0,1,6.1,0.0,31.7,24.4,23.0,0,2024,8,Wednesday,0,Summer,PM2.5
2024-08-08,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.014,13.0,17.0,100.0,1,10.0,9.0,1.0,100.0,3,2.8,16.0,1.0,100.0,1,4.9,4.0,24.0,100.0,1,5.1,0.0,31.1,25.0,16.0,0,2024,8,Thursday,0,Summer,PM2.5
2024-08-09,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.023,21.0,17.0,100.0,1,14.0,13.0,1.0,100.0,3,3.6,20.0,1.0,100.0,1,5.3,5.0,24.0,100.0,1,5.1,0.0,31.7,24.4,21.0,0,2024,8,Friday,0,Summer,Ozone
2024-08-10,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.018,17.0,17.0,100.0,1,14.0,13.0,1.0,100.0,3,4.7,26.0,1.0,100.0,1,4.0,4.0,24.0,100.0,1,5.7,0.3,31.7,24.4,26.0,0,2024,8,Saturday,1,Summer,PM2.5
2024-08-11,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.015,14.0,17.0,100.0,1,12.0,11.0,1.0,100.0,3,4.7,26.0,1.0,100.0,1,2.8,2.0,24.0,100.0,1,6.1,0.3,31.7,24.4,26.0,0,2024,8,Sunday,1,Summer,PM2.5
2024-08-12,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.019,18.0,17.0,100.0,1,14.0,13.0,1.0,100.0,3,5.0,28.0,1.0,100.0,1,4.3,4.0,22.0,92.0,1,5.8,0.0,31.7,24.4,28.0,0,2024,8,Monday,0,Summer,PM2.5
2024-08-13,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.022,20.0,17.0,100.0,1,18.0,17.0,1.0,100.0,3,6.1,39.0,2.0,100.0,"1,2",3.2,3.0,24.0,100.0,1,5.6,0.0,31.7,25.0,39.0,1,2024,8,Tuesday,0,Summer,PM2.5
2024-08-14,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.02,19.0,17.0,100.0,1,14.0,13.0,1.0,100.0,3,4.2,23.0,1.0,100.0,1,7.4,7.0,24.0,100.0,1,4.9,0.0,31.7,23.9,23.0,0,2024,8,Wednesday,0,Summer,PM2.5
2024-08-15,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.02,19.0,17.0,100.0,1,17.0,16.0,1.0,100.0,3,4.0,22.0,1.0,100.0,1,6.0,6.0,24.0,100.0,1,4.4,0.0,32.2,23.3,22.0,0,2024,8,Thursday,0,Summer,PM2.5
2024-08-16,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.014,13.0,17.0,100.0,1,12.0,11.0,1.0,100.0,3,3.8499999999999996,22.0,2.0,100.0,"1,2",4.0,4.0,24.0,100.0,1,6.5,0.0,32.2,25.6,22.0,0,2024,8,Friday,0,Summer,PM2.5
2024-08-17,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.016,15.0,17.0,100.0,1,13.0,12.0,1.0,100.0,3,4.5,25.0,1.0,100.0,1,4.2,4.0,24.0,100.0,1,6.6,0.3,32.2,25.0,25.0,0,2024,8,Saturday,1,Summer,PM2.5
2024-08-18,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.015,14.0,17.0,100.0,1,10.0,9.0,1.0,100.0,3,3.3,18.0,1.0,100.0,1,2.9,2.0,24.0,100.0,1,5.5,0.0,32.2,24.4,18.0,0,2024,8,Sunday,1,Summer,PM2.5
2024-08-19,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.013,12.0,17.0,100.0,1,12.0,11.0,1.0,100.0,3,3.95,23.0,2.0,100.0,"1,2",2.9,2.0,22.0,92.0,1,5.1,0.0,31.7,24.4,23.0,0,2024,8,Monday,0,Summer,PM2.5
2024-08-20,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.013,12.0,17.0,100.0,1,12.0,11.0,1.0,100.0,3,3.9,22.0,1.0,100.0,1,5.4,5.0,24.0,100.0,1,5.8,0.0,32.2,25.6,22.0,0,2024,8,Tuesday,0,Summer,PM2.5
2024-08-21,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.018,17.0,17.0,100.0,1,15.0,14.0,1.0,100.0,3,4.4,24.0,1.0,100.0,1,4.7,4.0,24.0,100.0,1,7.2,0.0,31.7,25.6,24.0,0,2024,8,Wednesday,0,Summer,PM2.5
2024-08-22,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.024,22.0,17.0,100.0,1,17.0,16.0,1.0,100.0,3,4.65,29.0,2.0,100.0,"1,2",5.2,5.0,24.0,100.0,1,7.1,0.0,31.7,24.4,29.0,0,2024,8,Thursday,0,Summer,PM2.5
2024-08-23,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.018,17.0,17.0,100.0,1,17.0,16.0,1.0,100.0,3,5.4,30.0,1.0,100.0,1,5.0,5.0,24.0,100.0,1,7.0,0.0,31.7,25.6,30.0,0,2024,8,Friday,0,Summer,PM2.5
2024-08-24,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.018,17.0,17.0,100.0,1,18.0,17.0,1.0,100.0,3,5.6,31.0,1.0,100.0,1,4.8,4.0,24.0,100.0,1,6.5,0.3,31.1,25.6,31.0,0,2024,8,Saturday,1,Summer,PM2.5
2024-08-25,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.021,19.0,17.0,100.0,1,20.0,19.0,1.0,100.0,3,6.4,42.0,2.0,100.0,"1,2",4.2,4.0,24.0,100.0,1,8.8,0.0,28.9,24.4,42.0,1,2024,8,Sunday,1,Summer,PM2.5
2024-08-26,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.023,21.0,17.0,100.0,1,22.0,20.0,1.0,100.0,3,9.7,52.0,1.0,100.0,1,7.1,7.0,22.0,92.0,1,7.5,0.5,27.8,24.4,52.0,1,2024,8,Monday,0,Summer,PM2.5
2024-08-27,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.026,24.0,17.0,100.0,1,14.0,13.0,1.0,100.0,3,5.6,31.0,1.0,100.0,1,7.0,7.0,24.0,100.0,1,5.1,0.0,31.7,23.9,31.0,0,2024,8,Tuesday,0,Summer,PM2.5
2024-08-28,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.014,13.0,17.0,100.0,1,14.0,13.0,1.0,100.0,3,2.75,27.0,2.0,100.0,"1,2",8.4,8.0,24.0,100.0,1,4.5,0.5,31.1,23.3,27.0,0,2024,8,Wednesday,0,Summer,PM2.5
2024-08-29,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.012,11.0,17.0,100.0,1,13.0,12.0,1.0,100.0,3,4.8,27.0,1.0,100.0,1,3.5,3.0,24.0,100.0,1,4.5,1.3,31.7,24.4,27.0,0,2024,8,Thursday,0,Summer,PM2.5
2024-08-30,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.015,14.0,17.0,100.0,1,8.0,7.0,1.0,100.0,3,2.8,16.0,1.0,100.0,1,13.1,12.0,24.0,100.0,1,3.2,0.3,31.7,25.0,16.0,0,2024,8,Friday,0,Summer,PM2.5
2024-08-31,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.011,10.0,17.0,100.0,1,11.0,10.0,1.0,100.0,3,3.45,21.0,2.0,100.0,"1,2",6.9,6.0,24.0,100.0,1,3.8,0.3,31.1,25.6,21.0,0,2024,8,Saturday,1,Summer,PM2.5
2024-09-01,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.013,12.0,17.0,100.0,1,16.0,15.0,1.0,100.0,3,5.5,31.0,1.0,100.0,1,8.5,8.0,24.0,100.0,1,5.6,0.0,32.8,25.6,31.0,0,2024,9,Sunday,1,Fall,PM2.5
2024-09-02,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.017,16.0,17.0,100.0,1,15.0,14.0,1.0,100.0,3,5.3,29.0,1.0,100.0,1,6.4,6.0,22.0,92.0,1,6.4,0.0,32.2,26.1,29.0,0,2024,9,Monday,0,Fall,PM2.5
2024-09-03,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.016,15.0,17.0,100.0,1,11.0,10.0,1.0,100.0,3,3.45,20.0,2.0,100.0,"1,2",4.8,4.0,24.0,100.0,1,6.0,0.0,32.2,25.6,20.0,0,2024,9,Tuesday,0,Fall,PM2.5
2024-09-04,150030010,Kapolei,Honolulu,Hawaii,21.32374479,-158.0886127,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",0.022,20.0,17.0,100.0,1,14.0,13.0,1.0,100.0,3,3.4,19.0,1.0,100.0,1,5.2,5.0,24.0,100.0,1,4.8,0.0,32.2,24.4,20.0,0,2024,9,Wednesday,0,Fall,Ozone
