season,not_poor_air_quality,poor_air_quality
Winter,143.85909712722298,37.14090287277702
Spring,146.2435020519836,37.75649794801642
Summer,146.2435020519836,37.75649794801642
Fall,144.65389876880985,37.34610123119015
